source,target,weight,interaction
APP,ACO2,2558.0,physical association
CDK2,ACO2,446.0,physical association
ISG15,ACOT8,311.0,physical association
ADRB2,ACSL3,315.0,physical association
ACSL3,POLR2F,146.0,physical association
TMEM173,ACSL3,788.0,physical association
APP,ACSL4,2558.0,physical association
ACSL4,ELAVL1,481.0,physical association
FSCN1,ACTA1,4.0,physical association
ISG15,ACTA1,311.0,physical association
ACTA2,TSC1,43.0,physical association
ACTG1,ACTB,619.0,physical association
APP,ACTB,37.0,physical association
ATF3,ACTB,11.0,physical association
CAP2,ACTB,619.0,physical association
CFL1,ACTB,619.0,physical association
CFL2,ACTB,3001.0,physical association
CLEC9A,ACTB,1.0,physical association
DSTN,ACTB,619.0,physical association
EHHADH,ACTB,619.0,physical association
ACTB,ELAVL1,4.0,physical association
ACTB,EMD,64.0,physical association
ACTB,HNF1A,42.0,physical association
ACTB,IL7R,111.0,physical association
ACTB,KHDRBS1,4.0,physical association
ACTB,LGALS13,4.0,physical association
PITX3,ACTB,4.0,physical association
ACTB,PLA2G4A,4.0,physical association
ACTB,SLC11A1,11.0,physical association
SMARCA4,ACTB,11.0,physical association
ACTB,STAU1,11.0,physical association
ACTB,TSC1,43.0,physical association
WDYHV1,ACTB,619.0,physical association
ADRB2,ACTG1,315.0,physical association
CAP2,ACTG1,619.0,physical association
CCDC22,ACTG1,619.0,physical association
CFL1,ACTG1,619.0,physical association
CFL2,ACTG1,3001.0,physical association
COMMD3-BMI1,ACTG1,4574.0,physical association
DSTN,ACTG1,619.0,physical association
EED,ACTG1,4574.0,physical association
EHHADH,ACTG1,619.0,physical association
EZH2,ACTG1,4574.0,physical association
IL7R,ACTG1,111.0,physical association
LGALS13,ACTG1,4.0,physical association
ACTG1,PLA2G4A,4.0,physical association
RNF2,ACTG1,4574.0,physical association
SUZ12,ACTG1,4574.0,physical association
TSGA10,ACTG1,23.0,physical association
ACTG1,UBB,3624.0,ubiquitination reaction
WDYHV1,ACTG1,619.0,physical association
ACTL6A,DMAP1,85.0,physical association
ING3,ACTL6A,85.0,physical association
KAT5,ACTL6A,85.0,physical association
MORF4L1,ACTL6A,85.0,physical association
ACTL6A,UBB,3624.0,ubiquitination reaction
LMNA,ACTL7A,8.0,physical association
ACTN3,ACTN1,619.0,physical association
COMMD3-BMI1,ACTN1,4574.0,physical association
EPM2AIP1,ACTN1,619.0,physical association
ACTN1,ERBB2IP,184.0,physical association
EZH2,ACTN1,4574.0,physical association
ISG15,ACTN1,311.0,physical association
KCTD6,ACTN1,619.0,physical association
MICALL2,ACTN1,619.0,physical association
MYOZ2,ACTN1,619.0,physical association
OAS1,ACTN1,619.0,physical association
SPERT,ACTN1,619.0,physical association
BRMS1L,ACTN2,619.0,physical association
ERBB2IP,ACTN2,184.0,physical association
FAM154A,ACTN2,619.0,physical association
MICALL2,ACTN2,619.0,physical association
MOS,ACTN2,619.0,physical association
MYOZ2,ACTN2,619.0,physical association
NOS3,ACTN2,3.0,physical association
PDLIM3,ACTN2,619.0,physical association
SNAI1,ACTN2,619.0,physical association
SP100,ACTN2,619.0,physical association
ACTN3,ACTN4,619.0,physical association
ACTN3,C1orf94,619.0,physical association
ACTN3,KCTD6,619.0,physical association
ACTN3,NEBL,619.0,physical association
ACTN3,PLEKHG2,619.0,physical association
REL,ACTN3,619.0,physical association
ACTN3,RNF111,619.0,physical association
ACTN3,SUMO1P1,619.0,physical association
TRAF1,ACTN3,619.0,physical association
TRAF2,ACTN3,619.0,physical association
BMP7,ACTN4,619.0,physical association
ISG15,ACTN4,311.0,physical association
MYOZ2,ACTN4,619.0,physical association
NOS3,ACTN4,3.0,physical association
WAS,ACTN4,13.0,physical association
APP,ACTR1B,2558.0,physical association
WAS,ACTR2,13.0,physical association
ACTR3B,TLR9,2130.0,physical association
SQSTM1,ACVR1,1135.0,physical association
ACVR1B,ACVR2A,1.0,physical association
ACVR2B,ACVR1B,2.0,physical association
ACVR1B,FKBP1A,22.0,physical association
ACVR1B,MIR3074,1.0,physical association
SMAD7,ACVR1B,22.0,physical association
SMURF1,ACVR1B,22.0,physical association
ACVR1B,XIAP,4.0,physical association
ZFYVE16,ACVR1B,8.0,physical association
ACVR2B,ACVR2A,2.0,physical association
BMP2,ACVR2A,4.0,physical association
ERBB2IP,ACVR2A,184.0,physical association
ACVR2B,BMP2,4.0,physical association
ACVR2B,BMPR1A,4.0,physical association
ERBB2IP,ACVR2B,184.0,physical association
ACVRL1,CAV1,1.0,physical association
ACVRL1,ENG,7.0,physical association
ACVRL1,NR1H2,4.0,physical association
ACVRL1,TGFB1,5.0,physical association
ACVRL1,TGFBR1,5.0,physical association
TGFBR2,ACVRL1,5.0,physical association
ACVRL1,TGFBR3,5.0,physical association
ASPA,ACY3,619.0,physical association
ACYP2,CEBPD,77.0,physical association
ACYP2,CREBZF,619.0,physical association
ACYP2,SULT2B1,619.0,physical association
ADA,UBB,3624.0,ubiquitination reaction
MIR155,ADAM10,4.0,physical association
GRB2,ADAM15,13.0,physical association
MAPK1,ADAM15,13.0,physical association
NCK1,ADAM15,13.0,physical association
PTK6,ADAM15,13.0,physical association
SH3PXD2A,ADAM15,13.0,physical association
SRC,ADAM15,13.0,physical association
ADAM17,IL1R2,2.0,physical association
ADAM17,IL6R,2.0,physical association
MAPK1,ADAM17,11.0,physical association
MAPK3,ADAM17,11.0,physical association
ADAM23,ELAVL1,481.0,physical association
ADAM23,PRNP,3.0,physical association
ADAM8,ETV5,5.0,physical association
SELPLG,ADAM8,5.0,physical association
ADAMTS10,CEBPD,77.0,physical association
ADAMTS10,CREB1,171.0,physical association
VWF,ADAMTS13,2.0,protein cleavage
SERPINA1,ADAMTS4,3.0,physical association
SERPINA3,ADAMTS4,3.0,physical association
ADAMTS6,SNTA1,184.0,physical association
ADAMTS9,E2F1,5.0,physical association
MMP10,ADAMTSL1,1.0,physical association
ADAP1,PRKCA,23.0,physical association
ADAP1,PRKCE,23.0,physical association
ADAP1,PRKCZ,23.0,physical association
PRKD1,ADAP1,23.0,physical association
APP,ADAP2,2558.0,physical association
IKBKG,ADAP2,239.0,physical association
COMMD3-BMI1,ADAR,4574.0,physical association
EED,ADAR,4574.0,physical association
EGR1,ADAR,272.0,physical association
EZH2,ADAR,4574.0,physical association
RNF2,ADAR,4574.0,physical association
STAT1,ADAR,4.0,physical association
STAT2,ADAR,4.0,physical association
SUZ12,ADAR,4574.0,physical association
COMMD3-BMI1,ADARB1,4574.0,physical association
ADAT1,ELAVL1,481.0,physical association
APP,ADAT2,2558.0,physical association
IRAK1,ADCK3,788.0,physical association
IRAK2,ADCK3,788.0,physical association
CLEC9A,ADD1,1.0,physical association
ADD1,HMG20A,619.0,physical association
APP,ADD2,2558.0,physical association
YWHAE,ADH1B,123.0,physical association
YWHAE,ADH4,123.0,physical association
APP,ADH5,2558.0,physical association
ADH5,SNTA1,184.0,physical association
ADH6,HNF1A,2827.0,physical association
C1QA,ADIPOQ,1.0,physical association
EGR1,ADK,272.0,physical association
EED,ADNP,4574.0,physical association
PLCG1,ADNP,89.0,physical association
RNF2,ADNP,4574.0,physical association
SRPK1,ADPRH,1283.0,phosphorylation reaction
ADPRH,TFCP2,619.0,physical association
ADRA1D,SNTA1,184.0,physical association
ADRA2A,EIF2B1,17.0,physical association
SNTA1,ADRA2A,184.0,physical association
EIF2B1,ADRA2B,17.0,physical association
ADRA2C,EIF2B1,17.0,physical association
ADRB1,DLG1,1.0,physical association
ADRB1,GOPC,4.0,physical association
GPRASP1,ADRB1,51.0,physical association
SNTA1,ADRB1,184.0,physical association
ADRB2,AGK,315.0,physical association
ADRB2,AGPS,315.0,physical association
ADRB2,AIFM1,315.0,physical association
ADRB2,AKAP5,2.0,physical association
ADRB2,ALDH18A1,315.0,physical association
ADRB2,ALDH1B1,315.0,physical association
ADRB2,ALDH3A2,315.0,physical association
ADRB2,AMFR,315.0,physical association
ADRB2,ATP1A1,315.0,physical association
ADRB2,ATP2A2,315.0,physical association
ADRB2,ATP2B4,315.0,physical association
ADRB2,ATP2C1,315.0,physical association
ADRB2,ATP5A1,315.0,physical association
ADRB2,ATP5B,315.0,physical association
ADRB2,ATP5C1,315.0,physical association
ADRB2,ATP5F1,315.0,physical association
ADRB2,ATP5H,315.0,physical association
ADRB2,ATP5L,315.0,physical association
ADRB2,C1QBP,315.0,physical association
ADRB2,CANX,315.0,physical association
ADRB2,CCT5,315.0,physical association
CFTR,ADRB2,1.0,physical association
ADRB2,CNNM3,315.0,physical association
ADRB2,COMT,315.0,physical association
ADRB2,DAD1,315.0,physical association
ADRB2,DDOST,315.0,physical association
ADRB2,DDX39A,315.0,physical association
ADRB2,DLAT,315.0,physical association
ADRB2,DNAJB11,315.0,physical association
ADRB2,DSG2,315.0,physical association
ADRB2,DYNC1H1,315.0,physical association
ADRB2,EEF1A1,315.0,physical association
ADRB2,EEF1B2,315.0,physical association
ADRB2,EEF1D,315.0,physical association
ADRB2,EEF1G,315.0,physical association
ADRB2,EEF2,315.0,physical association
ADRB2,EIF2B1,17.0,physical association
ADRB2,EIF4A1,315.0,physical association
ADRB2,ENSG00000159186,315.0,physical association
ADRB2,ETFB,315.0,physical association
ADRB2,FKBP8,315.0,physical association
ADRB2,GAPDH,315.0,physical association
ADRB2,GCDH,315.0,physical association
ADRB2,GFM1,315.0,physical association
ADRB2,GNAI3,315.0,physical association
ADRB2,GNB2L1,315.0,physical association
ADRB2,GPRASP1,51.0,physical association
ADRB2,HADHB,315.0,physical association
ADRB2,HLA-C,315.0,physical association
ADRB2,HNRNPA2B1,315.0,physical association
ADRB2,HNRNPF,315.0,physical association
ADRB2,HNRNPH1,315.0,physical association
ADRB2,HNRNPH2,315.0,physical association
ADRB2,HNRNPK,315.0,physical association
ADRB2,HNRNPU,315.0,physical association
ADRB2,HSD17B12,315.0,physical association
ADRB2,HSD17B4,315.0,physical association
ADRB2,HSDL2,315.0,physical association
ADRB2,HSP90B1,315.0,physical association
ADRB2,HSPA5,315.0,physical association
ADRB2,HSPA8,315.0,physical association
ADRB2,HSPA9,315.0,physical association
ADRB2,IARS2,315.0,physical association
ADRB2,IDH2,315.0,physical association
ADRB2,IDH3A,315.0,physical association
ADRB2,IDH3B,315.0,physical association
ADRB2,IDH3G,315.0,physical association
ADRB2,ILVBL,315.0,physical association
ADRB2,KCNJ3,24.0,physical association
ADRB2,KCNJ5,24.0,physical association
ADRB2,KCNJ6,24.0,physical association
ADRB2,KPNB1,315.0,physical association
ADRB2,KRT1,315.0,physical association
ADRB2,KRT10,315.0,physical association
ADRB2,KRT2,315.0,physical association
ADRB2,KRT5,315.0,physical association
ADRB2,KRT9,315.0,physical association
ADRB2,LMNB1,315.0,physical association
ADRB2,LONP1,315.0,physical association
ADRB2,LPCAT1,315.0,physical association
ADRB2,LRPPRC,315.0,physical association
ADRB2,MCCC2,315.0,physical association
ADRB2,MRPL12,315.0,physical association
ADRB2,MTHFD1,315.0,physical association
ADRB2,MTHFD1L,315.0,physical association
ADRB2,NDUFA4,315.0,physical association
ADRB2,NDUFA5,315.0,physical association
ADRB2,NDUFS2,315.0,physical association
ADRB2,NDUFS3,315.0,physical association
ADRB2,NDUFV1,315.0,physical association
ADRB2,NPLOC4,315.0,physical association
ADRB2,NSF,315.0,physical association
ADRB2,NUP155,315.0,physical association
ADRB2,NUP210,315.0,physical association
ADRB2,NUP93,315.0,physical association
ADRB2,OAT,315.0,physical association
OPRD1,ADRB2,7.0,physical association
ADRB2,PC,315.0,physical association
ADRB2,PCBP1,315.0,physical association
ADRB2,PCBP2,315.0,physical association
ADRB2,PDHA1,315.0,physical association
ADRB2,PDHB,315.0,physical association
ADRB2,PDIA6,315.0,physical association
ADRB2,PGRMC1,315.0,physical association
ADRB2,PHB2,315.0,physical association
ADRB2,PON2,315.0,physical association
ADRB2,PRKACA,2.0,physical association
ADRB2,RAB18,315.0,physical association
ADRB2,RAN,315.0,physical association
ADRB2,RANBP2,315.0,physical association
ADRB2,RPLP1,315.0,physical association
ADRB2,RPN1,315.0,physical association
ADRB2,RPN2,315.0,physical association
ADRB2,RPS5,315.0,physical association
ADRB2,SDHA,315.0,physical association
SEC22B,ADRB2,315.0,physical association
ADRB2,SEC61A1,315.0,physical association
ADRB2,SERPINH1,315.0,physical association
ADRB2,SHMT2,315.0,physical association
ADRB2,SLC1A5,315.0,physical association
ADRB2,SLC25A11,315.0,physical association
ADRB2,SLC25A13,315.0,physical association
ADRB2,SLC25A3,315.0,physical association
ADRB2,SLC25A5,315.0,physical association
ADRB2,SLC25A6,315.0,physical association
ADRB2,SLC39A14,315.0,physical association
ADRB2,SLC3A2,315.0,physical association
SLC9A3R1,ADRB2,51.0,physical association
ADRB2,SLC9A3R2,315.0,physical association
ADRB2,SLIRP,315.0,physical association
SNX1,ADRB2,51.0,physical association
ADRB2,SPTLC1,315.0,physical association
ADRB2,SRC,11.0,physical association
ADRB2,SRPRB,315.0,physical association
ADRB2,SSR4,315.0,physical association
ADRB2,STK38L,315.0,physical association
ADRB2,STOML2,315.0,physical association
ADRB2,SYNJ2BP,315.0,physical association
ADRB2,TARDBP,315.0,physical association
ADRB2,TFRC,315.0,physical association
ADRB2,TIMM50,315.0,physical association
ADRB2,TM9SF3,315.0,physical association
ADRB2,TMEM33,315.0,physical association
ADRB2,TMX1,315.0,physical association
ADRB2,TRAP1,315.0,physical association
ADRB2,TTN,315.0,physical association
ADRB2,TUBA1A,315.0,physical association
ADRB2,TUBA1B,315.0,physical association
ADRB2,TUBB,315.0,physical association
ADRB2,TUFM,315.0,physical association
ADRB2,UBXN8,315.0,physical association
ADRB2,UFD1L,315.0,physical association
ADRB2,UQCRC2,315.0,physical association
ADRB2,VCP,315.0,physical association
ADRB3,LYL1,171.0,physical association
APP,ADRM1,2558.0,physical association
ADSS,UBB,3624.0,ubiquitination reaction
EZH2,AEBP2,4574.0,physical association
AES,AEN,619.0,physical association
AES,ARHGAP32,619.0,physical association
AES,BAHD1,619.0,physical association
AES,BCL6,619.0,physical association
AES,BHLHE40,619.0,physical association
AES,BIRC7,619.0,physical association
AES,BYSL,619.0,physical association
AES,C1orf109,619.0,physical association
AES,C1orf216,619.0,physical association
AES,C1orf94,619.0,physical association
AES,C6orf165,619.0,physical association
AES,CALCOCO2,619.0,physical association
AES,CARD9,619.0,physical association
AES,CCDC57,619.0,physical association
AES,CCNJL,619.0,physical association
AES,CCNK,619.0,physical association
AES,CIB3,619.0,physical association
AES,CPSF7,619.0,physical association
AES,CRX,619.0,physical association
AES,DDX6,619.0,physical association
AES,DIP2A,619.0,physical association
AES,EAF1,619.0,physical association
AES,EIF4E2,619.0,physical association
ELANE,AES,51.0,physical association
AES,FAM124A,619.0,physical association
AES,FAM124B,619.0,physical association
AES,FBF1,619.0,physical association
AES,FOXP2,619.0,physical association
AES,FRS3,619.0,physical association
AES,FSD2,619.0,physical association
AES,GFAP,619.0,physical association
AES,GOLGA2,619.0,physical association
AES,GORASP2,619.0,physical association
AES,GRB2,619.0,physical association
AES,HNRNPF,619.0,physical association
AES,HOMEZ,619.0,physical association
AES,IKZF3,619.0,physical association
AES,KANK2,619.0,physical association
AES,KIFC3,619.0,physical association
AES,KRT13,619.0,physical association
AES,KRT15,619.0,physical association
AES,KRT31,619.0,physical association
AES,KRT40,619.0,physical association
AES,KRTAP10-3,619.0,physical association
AES,KRTAP10-7,619.0,physical association
AES,KRTAP10-8,619.0,physical association
AES,KRTAP10-9,619.0,physical association
AES,L3MBTL2,619.0,physical association
AES,LDOC1,619.0,physical association
AES,LINC00526,619.0,physical association
AES,LMO1,619.0,physical association
AES,LMO2,619.0,physical association
AES,LMO4,619.0,physical association
AES,LSM2,619.0,physical association
AES,MAGOHB,619.0,physical association
AES,MBNL1,619.0,physical association
AES,MED4,619.0,physical association
AES,MFAP1,619.0,physical association
AES,MLX,619.0,physical association
AES,MORF4L2,619.0,physical association
AES,MTUS2,619.0,physical association
AES,MYO15B,619.0,physical association
AES,NAB2,619.0,physical association
AES,NCDN,619.0,physical association
AES,NEK6,619.0,physical association
AES,NOTCH2NL,619.0,physical association
AES,NUDT22,619.0,physical association
AES,OLIG3,619.0,physical association
AES,OSGIN1,619.0,physical association
AES,PARVG,619.0,physical association
AES,PPP1R16A,619.0,physical association
AES,PRKAA1,619.0,physical association
AES,PRKAA2,619.0,physical association
AES,PRPF31,619.0,physical association
AES,PRR3,619.0,physical association
AES,QARS,619.0,physical association
AES,RBM10,619.0,physical association
AES,RBPMS,619.0,physical association
AES,REL,619.0,physical association
AES,RFX6,619.0,physical association
AES,RHOXF2,619.0,physical association
AES,RIMBP3,619.0,physical association
AES,RNF31,619.0,physical association
AES,SCNM1,619.0,physical association
AES,SDCBP,619.0,physical association
AES,SIX1,619.0,physical association
AES,SKIL,619.0,physical association
AES,SMAD3,619.0,physical association
AES,SNRPC,619.0,physical association
AES,SOX5,619.0,physical association
AES,SRPK2,619.0,physical association
AES,STK16,619.0,physical association
AES,STX11,619.0,physical association
AES,TBX3,619.0,physical association
AES,TCF4,619.0,physical association
AES,TMCC2,619.0,physical association
AES,TRAF1,619.0,physical association
AES,TRAF2,619.0,physical association
AES,TRIM26,619.0,physical association
AES,TRIM27,619.0,physical association
AES,TRIM41,619.0,physical association
AES,TSC22D4,619.0,physical association
AES,TSGA10,619.0,physical association
AES,TSSK3,619.0,physical association
AES,U2AF2,619.0,physical association
AES,UBXN11,619.0,physical association
AES,VPS37B,619.0,physical association
AES,VPS37C,619.0,physical association
AES,ZBTB24,619.0,physical association
AES,ZGPAT,619.0,physical association
AES,ZNF576,619.0,physical association
AFAP1,POLR2F,146.0,physical association
APP,AFAP1L2,2558.0,physical association
AFF1,EGR1,137.0,physical association
PLCG1,AFF2,89.0,physical association
AP2B1,AFF4,619.0,physical association
AFG3L1P,UBE3A,619.0,physical association
RNF2,AFG3L2,4574.0,physical association
SUZ12,AFG3L2,4574.0,physical association
AFP,CASP3,3.0,physical association
HMGB1,AFP,42.0,physical association
AFP,XIAP,4.0,physical association
AGER,C1QA,2.0,physical association
AGER,C1QB,2.0,physical association
AGER,C1QC,2.0,physical association
CIRBP,AGER,10.0,physical association
HMGB1,AGER,2.0,physical association
AGER,IRAK4,7.0,physical association
AGER,MYD88,7.0,physical association
AGER,PRKCZ,7.0,physical association
AGER,S100A12,2.0,physical association
S100A4,AGER,6.0,physical association
AGER,S100A9,6.0,physical association
AGER,TIRAP,7.0,physical association
AGER,TLR9,4.0,physical association
RNF2,AGK,4574.0,physical association
EGR1,AGL,137.0,physical association
AGO1,APOBEC3G,3.0,physical association
COMMD3-BMI1,AGO1,4574.0,physical association
MEX3B,AGO1,17.0,physical association
MEX3C,AGO1,17.0,physical association
AGO1,MOV10,3.0,physical association
YY1,AGO1,11.0,physical association
AGO2,CDKN1A,1.0,physical association
DHX58,AGO2,788.0,physical association
RBM4,AGO2,5.0,physical association
TBK1,AGO2,788.0,physical association
TBKBP1,AGO2,788.0,physical association
AGO2,TNF,5.0,physical association
PHF11,AGPAT2,3695.0,physical association
APP,AGPAT3,2558.0,physical association
REN,AGT,5.0,physical association
STAT1,AGT,2.0,physical association
STAT3,AGT,2.0,physical association
ARRB2,AGTR1,12.0,physical association
GPRASP1,AGTR1,51.0,physical association
MAPK1,AGTR1,12.0,physical association
AGTR1,PDE6H,619.0,physical association
RAF1,AGTR1,12.0,physical association
ERBB2IP,AGTR2,184.0,physical association
SNTA1,AGTR2,184.0,physical association
ARAF,AGTRAP,619.0,physical association
GPRASP1,AGTRAP,51.0,physical association
YWHAE,AGXT,123.0,physical association
AGXT2,EGR1,272.0,physical association
EED,AHCTF1,4574.0,physical association
AHCY,ANKRD40,619.0,physical association
AHCY,APPBP2,619.0,physical association
AHCY,C1orf50,619.0,physical association
CDK2,AHCY,446.0,physical association
BID,AHCYL1,619.0,physical association
SRPK1,AHCYL1,1283.0,phosphorylation reaction
EGR1,AHI1,137.0,physical association
ISG15,AHNAK,311.0,physical association
AHR,ARNT,7.0,physical association
AHR,CCL1,4.0,physical association
AHR,CXCL13,7.0,physical association
AHR,CXCL8,7.0,physical association
AHR,IRF3,4.0,physical association
AHR,RELB,7.0,physical association
AHR,TNFSF13B,7.0,physical association
LY96,AHSG,3.0,physical association
PITX3,AHSG,4.0,physical association
AHSG,TLR4,3.0,physical association
APP,AICDA,2558.0,physical association
AICDA,IRF8,4.0,physical association
AICDA,MIR155,2.0,physical association
MIR93,AICDA,2.0,physical association
AIDA,POLR2F,146.0,physical association
RNF2,AIFM1,4574.0,physical association
SUZ12,AIFM1,4574.0,physical association
APP,AIFM3,2558.0,physical association
AIG1,RCHY1,3695.0,physical association
IRF1,AIM2,42.0,physical association
POPDC3,AIM2,4.0,physical association
PRDM1,AIM2,42.0,physical association
PYCARD,AIM2,5.0,physical association
APP,AIMP1,2558.0,physical association
AIMP1,HSP90B1,4.0,physical association
AIMP1,MAPK8,4.0,phosphorylation reaction
BYSL,AIMP2,619.0,physical association
AIMP2,C19orf57,3001.0,physical association
IRF7,AIP,788.0,physical association
PLCG1,AIRE,89.0,physical association
CTNNB1,AJAP1,3.0,physical association
AJUBA,PRKCZ,18.0,physical association
AJUBA,SQSTM1,18.0,physical association
AJUBA,TRAF6,18.0,physical association
AKT1,AK1,22.0,phosphorylation reaction
APP,AK4,2558.0,physical association
AKAP13,MAP1LC3A,7.0,physical association
AKAP13,RHOA,7.0,physical association
CREB1,AKAP2,171.0,physical association
PLCG1,AKAP2,89.0,physical association
AKAP5,IQGAP1,4.0,physical association
COMMD3-BMI1,AKAP8,4574.0,physical association
AKAP8,ELAVL1,481.0,physical association
EZH2,AKAP8,4574.0,physical association
RNF2,AKAP8,4574.0,physical association
RNF2,AKAP8L,4574.0,physical association
SUZ12,AKAP8L,4574.0,physical association
AKAP9,EGR1,272.0,physical association
RNF2,AKAP9,4574.0,physical association
SUZ12,AKAP9,4574.0,physical association
CD40,AKNA,4.0,physical association
AKNA,CD40LG,4.0,physical association
APP,AKNAD1,2558.0,physical association
NFAT5,AKR1B1,2.0,physical association
AKT1,AKT1S1,4.0,phosphorylation reaction
AKT1,APPL1,11.0,physical association
AKT1,AR,5.0,phosphorylation reaction
AKT1,ATXN1,23.0,phosphorylation reaction
AKT1,BAD,17.0,phosphorylation reaction
AKT1,BAX,5.0,phosphorylation reaction
AKT1,BCL10,17.0,physical association
AKT1,BCL2L11,12.0,phosphorylation reaction
CARHSP1,AKT1,17.0,phosphorylation reaction
AKT1,CASP3,12.0,cleavage reaction
AKT1,CCDC88A,6.0,physical association
CDKN1B,AKT1,22.0,phosphorylation reaction
AKT1,CHUK,4.0,physical association
AKT1,CLIP3,16.0,physical association
CSDC2,AKT1,17.0,phosphorylation reaction
